number-n 不少 数量 0.134 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知 0.606 syn
know-v 知道 知 0.606 syn
know-v 知道 知 0.606 syn
love-v 爱上 爱 0.596 syn
love-v 爱上 敬爱 0.346 syn
love-v 爱 疼爱 0.656 syn
love-v 爱 所有人 0.095 syn
love-v 爱 敬爱 0.465 syn
love-v 喜欢 大好人 0.601 syn
love-v 喜欢 大好人 0.601 syn
love-v 喜欢 敬爱 0.292 syn
love-v 喜欢 大好人 0.601 syn
love-v 有一天 疼爱 0.604 syn
order-v 授命 吩咐 0.331 syn
deal-v 应付 对付 0.568 syn
deal-v 处理 对付 0.347 syn
deal-v 处理 对付 0.347 syn
charge-v 控 指控 0.603 syn
state-n 华盛顿州 州 0.404 syn
state-n 华盛顿州 州 0.404 syn
state-n 州政府 州 0.605 syn
state-n 州政府 州 0.605 syn
grow-v 增长 不断 0.294 syn
seem-v 看起来 似乎 0.596 syn
seem-v 看起来 好象 0.549 syn
seem-v 看起来 看上去 0.439 syn
seem-v 看起来 好像 0.512 syn
seem-v 看起来 似乎 0.596 syn
seem-v 看起来 好象 0.549 syn
seem-v 看起来 好象 0.549 syn
seem-v 看起来 看来 0.364 syn
seem-v 看起来 好象 0.549 syn
seem-v 看起来 好象 0.549 syn
seem-v 看起来 看来 0.364 syn
seem-v 看起来 好像 0.512 syn
seem-v 看起来 似乎 0.596 syn
seem-v 看起来 好象 0.549 syn
seem-v 看起来 看来 0.364 syn
seem-v 看起来 好像 0.512 syn
seem-v 看起来 似乎 0.596 syn
seem-v 看起来 好象 0.549 syn
seem-v 看起来 看上去 0.439 syn
seem-v 看起来 好像 0.512 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 看上去 0.191 syn
seem-v 似乎 好像 0.452 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 看来 0.634 syn
seem-v 似乎 好像 0.452 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 看来 0.634 syn
seem-v 似乎 好像 0.452 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 看来 0.634 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 看上去 0.191 syn
seem-v 似乎 好像 0.452 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 看来 0.634 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 看来 0.634 syn
seem-v 似乎 好像 0.452 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 看来 0.634 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 好象 0.482 syn
seem-v 似乎 看来 0.634 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看上去 0.582 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看上去 0.582 syn
seem-v 好象 看上去 0.582 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看来 0.42 syn
seem-v 好象 看上去 0.582 syn
seem-v 看上去 看来 0.112 syn
seem-v 看上去 看来 0.112 syn
seem-v 看上去 好像 0.555 syn
seem-v 看来 好像 0.417 syn
depend-v 定 取决于 0.025 syn
war-n 二战 战争 0.599 syn
remember-v 记住 记得 0.581 syn
remember-v 记住 记得 0.581 syn
remember-v 记住 记得 0.581 syn
remember-v 记住 记得 0.581 syn
remember-v 记住 记得 0.581 syn
remember-v 记住 记得 0.581 syn
remember-v 记住 记得 0.581 syn
remember-v 记住 记得 0.581 syn
remember-v 记住 记忆犹新 0.24 syn
remember-v 记住 记得 0.581 syn
remember-v 记住 记得 0.581 syn
remember-v 记忆犹新 记得 0.255 syn
remember-v 记忆犹新 记得 0.255 syn
remember-v 记忆犹新 记得 0.255 syn
remember-v 记忆犹新 记得 0.255 syn
remember-v 记忆犹新 记得 0.255 syn
remember-v 忘 记得 0.513 syn
remember-v 忘 记得 0.513 syn
press-n 新闻界 传媒界 0.368 syn
press-n 新闻界 新闻 0.354 syn
press-n 新闻界 新闻 0.354 syn
press-n 新闻 新闻 1.0 poly
win-v 获得 赢得 0.423 syn
win-v 获得 赢得 0.423 syn
win-v 赢 获胜 0.233 syn
win-v 赢 赢得 0.284 syn
win-v 获胜 赢得 0.671 poly
win-v 获胜 打赢 0.273 syn
win-v 获胜 赢得 0.671 poly
win-v 赢得 赢得 1.0 poly
win-v 赢得 打赢 0.296 syn
win-v 赢得 赢得 1.0 poly
approach-v 挨近 接近 0.039 syn
approach-n 常识性 方法 0.488 syn
barrier-n 屏障 障碍 0.192 syn
call-v 打 电话 0.469 syn
call-v 打 叫 0.682 poly
call-v 打 叫 0.682 poly
call-v 打 叫 0.682 poly
call-v 打 叫 0.682 poly
call-v 打 电话 0.469 syn
call-v 打 叫 0.682 poly
call-v 打 叫 0.682 poly
call-v 称呼 称为 0.168 syn
call-v 称呼 叫做 0.571 syn
call-v 叫 称为 0.187 syn
call-v 叫 称为 0.187 syn
call-v 叫 称为 0.187 syn
call-v 叫 称为 0.187 syn
call-v 叫 称为 0.187 syn
call-v 称为 叫做 0.4 syn
call-n 来电 接听 0.63 syn
call-n 来电 接听 0.63 syn
call-n 电话 接听 0.459 syn
call-n 电话 接听 0.459 syn
call-n 电话 接听 0.459 syn
plan-v 计划 打算 0.223 syn
visit-n 参观 访问 0.541 syn
visit-v 参观 访 0.376 syn
visit-v 参观 参拜 0.14 syn
visit-v 参观 访问 0.541 syn
visit-v 拜访 访 0.463 syn
visit-v 拜访 访 0.463 syn
visit-v 参拜 访 0.311 syn
visit-v 参拜 访 0.311 syn
visit-v 参拜 访问 0.104 syn
visit-v 参拜 访 0.311 syn
visit-v 访 访问 0.652 syn
head-v 通往 朝 0.159 syn
head-v 朝 前进 0.459 syn
trade-n 经贸 贸易 0.359 syn
reach-v 国贸 达成 0.095 syn
reach-v 达成 达到 0.301 syn
level-n 级别 高层 0.332 syn
member-n 议员 成员 0.2 syn
memory-n 记性 记忆 0.37 syn
people-n 人民 人们 0.227 syn
people-n 人民 人们 0.227 syn
people-n 人民 人们 0.227 syn
people-n 人民 人们 0.227 syn
people-n 人民 人们 0.227 syn
people-n 人民 人们 0.227 syn
people-n 人们 人们 1.0 poly
people-n 人们 人们 1.0 poly
people-n 人们 人们 1.0 poly
people-n 人们 人们 1.0 poly
people-n 人们 人们 1.0 poly
people-n 人们 人们 1.0 poly
people-n 人们 人们 1.0 poly
people-n 人们 人们 1.0 poly
people-n 人们 人们 1.0 poly
group-n 群体 群 0.198 syn
swing-n 波动 起伏 0.572 syn
swing-n 波动 举棋不定 0.218 syn
swing-n 波动 势均力敌 0.212 syn
swing-n 势均力敌 举棋不定 0.499 syn
come-v 来 回来 0.276 syn
come-v 来 上来 0.254 syn
come-v 来 出来 0.387 syn
come-v 来 来到 0.158 syn
come-v 来 来 1.0 poly
come-v 来 回来 0.276 syn
come-v 来 上来 0.254 syn
come-v 来 来到 0.158 syn
come-v 来 来 1.0 poly
come-v 来 回来 0.276 syn
come-v 来 上来 0.254 syn
come-v 来 来到 0.158 syn
come-v 来 回来 0.276 syn
come-v 来 上来 0.254 syn
come-v 来 出来 0.387 syn
come-v 来 来到 0.158 syn
come-v 来 回来 0.276 syn
come-v 来 迈进 0.059 syn
come-v 来 回来 0.276 syn
come-v 来 进来 0.334 syn
come-v 来 陆续 0.159 syn
come-v 来 来 1.0 poly
come-v 来 回来 0.276 syn
come-v 来 上来 0.254 syn
come-v 来 来到 0.158 syn
come-v 来 来 1.0 poly
come-v 来 发泄 0.227 syn
come-v 来 回来 0.276 syn
come-v 来 上来 0.254 syn
come-v 来 出来 0.387 syn
come-v 来 来到 0.158 syn
come-v 来 回来 0.276 syn
come-v 来 上来 0.254 syn
come-v 来 进来 0.334 syn
come-v 来 过来 0.337 syn
come-v 来 回来 0.276 syn
come-v 来 进来 0.334 syn
come-v 来 陆续 0.159 syn
come-v 来 回来 0.276 syn
come-v 来 测 0.308 syn
come-v 来 回来 0.276 syn
come-v 来 测 0.308 syn
come-v 来 回来 0.276 syn
come-v 来 进来 0.334 syn
come-v 来 陆续 0.159 syn
come-v 来 回来 0.276 syn
come-v 来 上来 0.254 syn
come-v 来 进来 0.334 syn
come-v 来 过来 0.337 syn
come-v 来 回来 0.276 syn
come-v 来 上来 0.254 syn
come-v 来 出来 0.387 syn
come-v 来 来到 0.158 syn
come-v 来 回来 0.276 syn
come-v 来 测 0.308 syn
come-v 来 回来 0.276 syn
come-v 来 上来 0.254 syn
come-v 来 来到 0.158 syn
come-v 来 回来 0.276 syn
come-v 来 进来 0.334 syn
come-v 来 陆续 0.159 syn
come-v 来 回来 0.276 syn
come-v 来 迈进 0.059 syn
come-v 回来 上来 0.363 syn
come-v 回来 出来 0.665 poly
come-v 回来 来到 0.37 syn
come-v 回来 上来 0.363 syn
come-v 回来 来到 0.37 syn
come-v 回来 迈进 0.102 syn
come-v 回来 进来 0.634 syn
come-v 回来 陆续 0.233 syn
come-v 回来 上来 0.363 syn
come-v 回来 出来 0.665 poly
come-v 回来 来到 0.37 syn
come-v 回来 测 0.454 syn
come-v 回来 上来 0.363 syn
come-v 回来 来到 0.37 syn
come-v 回来 上来 0.363 syn
come-v 回来 进来 0.634 syn
come-v 回来 进来 0.634 syn
come-v 回来 陆续 0.233 syn
come-v 回来 测 0.454 syn
come-v 上来 出来 0.486 syn
come-v 上来 来到 0.243 syn
come-v 上来 测 0.209 syn
come-v 上来 来到 0.243 syn
come-v 上来 进来 0.409 syn
come-v 上来 陆续 0.149 syn
come-v 挺身而出 迈进 0.156 syn
come-v 进来 出来 0.607 syn
come-v 进来 来到 0.209 syn
come-v 进来 迈进 0.102 syn
come-v 进来 陆续 0.31 syn
come-v 出来 出来 1.0 poly
come-v 出来 来到 0.098 syn
come-v 出来 来到 0.098 syn
come-v 迈进 过来 0.099 syn
come-v 迈进 陆续 0.091 syn
come-v 面世 测 0.267 syn
come-v 过来 来到 0.219 syn
cover-v 独领风骚 占地 0.198 syn
drug-n 命名 药物 0.031 syn
drug-n 药物 药品 0.791 poly
direct-v 疏导 输导 0.489 syn
direct-v 疏导 指挥 0.184 syn
direct-v 导演 指挥 0.213 syn
decision-n 判决 决定 0.491 syn
decision-n 抉择 决定 0.363 syn
half-n 一半 半 0.207 syn
try-v 努力 试图 0.176 syn
try-v 努力 试图 0.176 syn
try-v 努力 设法 0.522 syn
try-v 努力 竭力 0.436 syn
try-v 努力 试图 0.176 syn
try-v 努力 试图 0.176 syn
try-v 努力 试 -0.041 syn
try-v 努力 试图 0.176 syn
try-v 努力 试图 0.176 syn
try-v 努力 试图 0.176 syn
try-v 努力 试图 0.176 syn
try-v 努力 设法 0.522 syn
try-v 努力 尽力 0.511 syn
try-v 努力 试图 0.176 syn
try-v 努力 试图 0.176 syn
try-v 努力 试图 0.176 syn
try-v 努力 试图 0.176 syn
try-v 努力 设法 0.522 syn
try-v 努力 试 -0.041 syn
try-v 努力 试图 0.176 syn
try-v 努力 试 -0.041 syn
try-v 努力 试图 0.176 syn
try-v 努力 试图 0.176 syn
try-v 努力 尽力 0.511 syn
try-v 努力 试图 0.176 syn
try-v 努力 试图 0.176 syn
try-v 努力 尽力 0.511 syn
try-v 努力 试图 0.176 syn
try-v 努力 试图 0.176 syn
try-v 竭力 试 0.005 syn
try-v 竭力 试图 0.506 syn
try-v 竭力 试图 0.506 syn
try-v 打听 试 0.399 syn
try-v 打听 试图 0.073 syn
try-v 尽力 试图 0.35 syn
try-v 尽力 试图 0.35 syn
try-v 试 试图 0.09 syn
try-v 试 试图 0.09 syn
try-v 试 试图 0.09 syn
try-v 试 试图 0.09 syn
try-v 试 设法 0.056 syn
try-v 试 试图 0.09 syn
try-v 试 试图 0.09 syn
approve-v 赞成 赞成 1.0 poly
power-n 势力 当政 0.319 syn
walk-v 走路 走到 0.476 syn
walk-v 走 走进 0.463 syn
walk-v 走 走到 0.516 syn
finish-v 完 完成 0.248 syn
gun-n 枪支 支 0.167 syn
home-n 房屋 老人院 0.315 syn
home-n 老人院 家 0.283 syn
film-n 影片 动作片 0.541 syn
country-n 国家 国度 0.232 syn
process-n 进程 流程 0.126 syn
process-n 进程 流程 0.126 syn
process-n 进程 流程 0.126 syn
process-n 过程 流程 0.395 syn
speculate-v 猜测 臆断 0.5 syn
debate-n 争论 辩论 0.477 syn
break-n 片刻 休息 0.643 syn
person-n 顽固 人 0.062 syn
name-n 叫 名字 0.638 syn
believe-v 认为 相信 0.725 poly
believe-v 认为 相信 0.725 poly
believe-v 认为 相信 0.725 poly
believe-v 认为 相信 0.725 poly
believe-v 认为 相信 0.725 poly
believe-v 认为 相信 0.725 poly
believe-v 认为 相信 0.725 poly
believe-v 认为 相信 0.725 poly
believe-v 认为 相信 0.725 poly
believe-v 认为 相信 0.725 poly
believe-v 认为 相信 0.725 poly
believe-v 认为 相信 0.725 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
believe-v 相信 相信 1.0 poly
occur-v 为奇 发生 0.084 syn
occur-v 为奇 发生 0.084 syn
occur-v 发生 形成 0.259 syn
occur-v 发生 形成 0.259 syn
occur-v 发生 形成 0.259 syn
achieve-v 取得 达到 0.318 syn
achieve-v 效果 达到 0.214 syn
mention-v 刚才 谈到 0.305 syn
mention-v 刚才 提到 0.478 syn
mention-v 刚才 提 0.598 syn
mention-v 刚才 提到 0.478 syn
mention-v 刚才 谈到 0.305 syn
mention-v 刚才 讲到 0.441 syn
mention-v 刚才 提到 0.478 syn
mention-v 刚才 谈到 0.305 syn
mention-v 刚才 讲 0.474 syn
mention-v 刚才 谈到 0.305 syn
mention-v 刚才 说到 0.549 syn
mention-v 刚才 提到 0.478 syn
mention-v 刚才 谈到 0.305 syn
mention-v 刚才 提到 0.478 syn
mention-v 刚才 谈到 0.305 syn
mention-v 刚才 讲 0.474 syn
mention-v 刚才 谈到 0.305 syn
mention-v 刚才 讲到 0.441 syn
mention-v 刚才 提到 0.478 syn
mention-v 谈到 说到 0.323 syn
mention-v 谈到 提到 0.58 syn
mention-v 谈到 说到 0.323 syn
mention-v 谈到 提到 0.58 syn
mention-v 谈到 讲到 0.51 syn
mention-v 谈到 提到 0.58 syn
mention-v 谈到 讲 0.223 syn
mention-v 谈到 提到 0.58 syn
mention-v 谈到 说到 0.323 syn
mention-v 谈到 提到 0.58 syn
mention-v 谈到 讲 0.223 syn
mention-v 提 讲到 0.514 syn
mention-v 提 提到 0.547 syn
mention-v 提 提到 0.547 syn
mention-v 提 提到 0.547 syn
mention-v 说到 讲 0.575 syn
mention-v 讲到 讲 0.422 syn
mention-v 讲 提到 0.377 syn
mention-v 讲 提到 0.377 syn
realize-v 体会 意识 0.57 syn
realize-v 体会 意识 0.57 syn
express-v 说出 表示 0.323 syn
express-v 说出 表达 0.574 syn
express-v 对此 表达 0.374 syn
express-v 表示 表达 0.451 syn
express-v 表示 表达 0.451 syn
admire-v 羡慕 欣赏 0.49 syn
speak-v 说话 发言 0.24 syn
speak-v 中国话 说到 0.454 syn
speak-v 说到 讲 0.575 syn
speak-v 讲 发言 0.369 syn
speak-v 讲 说起 0.518 syn
speak-v 谈论 谈到 0.549 syn
image-n 形象 形象 1.0 poly
man-n 少年 男人 0.29 syn
man-n 少年 男人 0.29 syn
man-n 少年 男人 0.29 syn
man-n 少年 男人 0.29 syn
man-n 少年 男人 0.29 syn
man-n 男人 男子 0.378 syn
resolve-v 解决 解决 1.0 poly
resolve-v 解决 解决 1.0 poly
resolve-v 解决 解决 1.0 poly
resolve-v 解决 化解 0.555 syn
resolve-v 解决 化解 0.555 syn
measure-n 手段 措施 0.478 syn
experience-n 经历 经验 0.269 syn
experience-v 经历 体验 0.328 syn
experience-v 经历 感受 0.464 syn
experience-v 经历 体验 0.328 syn
search-v 搜集 寻找 0.404 syn
source-n 消息 来源 0.402 syn
source-n 消息 来源 0.402 syn
source-n 消息 来源 0.402 syn
source-n 消息 来源 0.402 syn
source-n 渠道 来源 0.432 syn
source-n 渠道 来源 0.432 syn
view-v 看待 另眼相看 0.173 syn
case-n 个案 案子 0.487 syn
case-n 案件 案 0.812 poly
case-n 万一 案子 0.207 syn
case-n 案子 案子 1.0 poly
case-n 案子 案子 1.0 poly
case-n 案子 情况 0.148 syn
president-n 总统 总统们 0.267 syn
president-n 总统 总统们 0.267 syn
president-n 总统 总统们 0.267 syn
president-n 总统 总统们 0.267 syn
president-n 总统 总统们 0.267 syn
view-n 看法 观点 0.594 syn
connect-v 坚韧 连接 0.068 syn
connect-v 串连 通到 0.524 syn
advocate-n 倡导者 代言人 0.531 syn
study-v 学 上司 0.253 syn
study-v 上司 学习 0.266 syn
report-v 报道 汇报 0.09 syn
report-v 报道 汇报 0.09 syn
report-v 报道 汇报 0.09 syn
report-v 报道 汇报 0.09 syn
report-v 报道 汇报 0.09 syn
report-v 报道 汇报 0.09 syn
report-v 报道 汇报 0.09 syn
report-v 报道 汇报 0.09 syn
report-v 报 汇报 0.164 syn
write-v 写 写道 0.469 syn
write-v 写 写道 0.469 syn
write-v 写 写出 0.56 syn
write-v 写 写道 0.469 syn
write-v 写 写道 0.469 syn
write-v 写 写道 0.469 syn
write-v 写 写道 0.469 syn
write-v 写 写出 0.56 syn
write-v 制定 写道 -0.083 syn
look-n 看 看 1.0 poly
look-v 看待 看起来 0.124 syn
look-v 看待 看看 0.238 syn
look-v 看待 看看 0.238 syn
look-v 看待 来看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看待 回顾 0.245 syn
look-v 看待 看看 0.238 syn
look-v 看待 看看 0.238 syn
look-v 看待 来看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看待 看看 0.238 syn
look-v 看待 看看 0.238 syn
look-v 看待 来看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看待 看起来 0.124 syn
look-v 看待 看看 0.238 syn
look-v 看待 看看 0.238 syn
look-v 看待 来看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看待 回顾 0.245 syn
look-v 看待 看看 0.238 syn
look-v 看待 找 0.141 syn
look-v 看待 查看 0.075 syn
look-v 看待 看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看待 看 0.435 syn
look-v 看起来 看起来 1.0 poly
look-v 看起来 样子 0.466 syn
look-v 看起来 看起来 1.0 poly
look-v 看起来 看看 0.295 syn
look-v 看起来 寻找 0.135 syn
look-v 看起来 查看 0.178 syn
look-v 看起来 看 0.436 syn
look-v 看起来 看 0.436 syn
look-v 看起来 看 0.436 syn
look-v 看起来 样子 0.466 syn
look-v 看顾 看 0.172 syn
look-v 看看 寻找 0.245 syn
look-v 看看 查看 0.447 syn
look-v 看看 来看 0.333 syn
look-v 看看 回顾 0.063 syn
look-v 看看 来看 0.333 syn
look-v 看看 看 0.742 poly
look-v 看看 来看 0.333 syn
look-v 看看 看 0.742 poly
look-v 看看 来看 0.333 syn
look-v 看看 回顾 0.063 syn
look-v 看看 查看 0.447 syn
look-v 看看 寻找 0.245 syn
look-v 看看 来看 0.333 syn
look-v 看看 看 0.742 poly
look-v 看看 寻找 0.245 syn
look-v 看看 查看 0.447 syn
look-v 看看 来看 0.333 syn
look-v 看看 回顾 0.063 syn
look-v 看看 地震局 0.1 syn
look-v 看看 寻找 0.245 syn
look-v 看看 寻找 0.245 syn
look-v 看看 查看 0.447 syn
look-v 找 寻找 0.259 syn
look-v 找 查看 0.311 syn
look-v 找 寻找 0.259 syn
look-v 找 地震局 0.164 syn
look-v 寻找 来看 0.177 syn
look-v 寻找 看 0.166 syn
look-v 寻找 看 0.166 syn
look-v 寻找 看 0.166 syn
